"lnt_detstvo" "lnt_druzhinin" "lnt_kugushev" "lnt_mikhaylov" "lnt_otrochestvo" "sta_aksakov" "sta_lazhechnikov" "sta_senkovsky"
"дедушки" 0.00330797221303341 0 0 0 0 0.0298028752678711 0.0023508945153631 0
"дел" 0.0132318888521336 0.0122767172058192 0 0 0 0.00851510721939174 0.0141053670921786 0.00591121357214636
"делом" 0.00330797221303341 0.00818447813721278 0.00483886576986354 0.00856849080315321 0 0.0141918453656529 0.00940357806145238 0
"деревню" 0.00661594442606682 0.00613835860290958 0.0145165973095906 0 0 0.0156110299022182 0.00940357806145238 0
"доволен" 0.00330797221303341 0.00409223906860639 0.00967773153972709 0 0.00853205921249093 0.0212877680484793 0.0023508945153631 0
"доктора" 0.00661594442606682 0.0163689562744256 0 0 0 0.0170302144387835 0.0023508945153631 0
"закурдаева" 0 0 0 0.0656917628241746 0 0 0 0
"знак" 0.00661594442606682 0.00818447813721278 0.0193554630794542 0.00856849080315321 0.00426602960624547 0.00283836907313058 0.0141053670921786 0.00591121357214636
"каждом" 0 0 0.00967773153972709 0.00571232720210214 0.0383942664562092 0.00425755360969587 0.0164562616075417 0
"казался" 0.0198478332782005 0.010230597671516 0.00483886576986354 0.00285616360105107 0.00853205921249093 0.00709592268282645 0.0023508945153631 0.0118224271442927
"карты" 0.00330797221303341 0 0.0338720603890448 0.00571232720210214 0.00426602960624547 0.0156110299022182 0 0.00591121357214636
"мельник" 0.00330797221303341 0 0 0.0599794356220724 0 0.00141918453656529 0 0
"месяцев" 0.00661594442606682 0.00409223906860639 0.00967773153972709 0 0.00853205921249093 0.0141918453656529 0.0117544725768155 0
"милости" 0.00330797221303341 0.00204611953430319 0.0290331946191813 0.00285616360105107 0.00426602960624547 0.0127726608290876 0.00705268354608929 0.00591121357214636
"мыслей" 0.00661594442606682 0.0143228367401224 0 0.00285616360105107 0.0255961776374728 0.00567673814626116 0.00705268354608929 0
"например" 0 0.00409223906860639 0.00967773153972709 0.00571232720210214 0.00426602960624547 0.0127726608290876 0.0117544725768155 0.0118224271442927
"наставника" 0 0.00613835860290958 0 0.0514109448189192 0.00426602960624547 0 0.0023508945153631 0
"наших" 0.00661594442606682 0.0184150758087287 0.00967773153972709 0 0.0213301480312273 0.00283836907313058 0.00705268354608929 0
"нескольких" 0 0.00409223906860639 0.00967773153972709 0.0171369816063064 0.00426602960624547 0.00141918453656529 0.0211580506382679 0.0118224271442927
"павловна" 0 0 0 0 0 0.00283836907313058 0.049368784822625 0
"первые" 0.00992391663910023 0.010230597671516 0 0 0 0.0127726608290876 0.0117544725768155 0.00591121357214636
"петербург" 0.00330797221303341 0.0265995539459415 0.0193554630794542 0 0 0.00283836907313058 0.00705268354608929 0
"пить" 0.00661594442606682 0.00818447813721278 0.00483886576986354 0.0114246544042043 0.00853205921249093 0.00993429175595703 0.00705268354608929 0
"подал" 0.00992391663910023 0.00613835860290958 0.0338720603890448 0.00856849080315321 0.00853205921249093 0.00425755360969587 0.00470178903072619 0
"подумать" 0.00992391663910023 0.010230597671516 0.0241943288493177 0.00571232720210214 0.00426602960624547 0.00851510721939174 0.0023508945153631 0
"пойдет" 0.0132318888521336 0.00409223906860639 0 0.00856849080315321 0.00426602960624547 0.0156110299022182 0.0023508945153631 0.00591121357214636
"пойду" 0.00661594442606682 0.00613835860290958 0.0241943288493177 0.00285616360105107 0.0383942664562092 0.00283836907313058 0 0.00591121357214636
"полно" 0.0132318888521336 0.00204611953430319 0.0193554630794542 0.0199931452073575 0.00426602960624547 0.00425755360969587 0.0023508945153631 0.0118224271442927
"посмотреть" 0.0198478332782005 0 0.00967773153972709 0.0171369816063064 0.00853205921249093 0.00425755360969587 0.00940357806145238 0
"поэтому" 0.0363876943433675 0 0.00483886576986354 0.00571232720210214 0.0213301480312273 0 0.00705268354608929 0.00591121357214636
"приказание" 0.00661594442606682 0.00818447813721278 0.00967773153972709 0.0114246544042043 0 0.00851510721939174 0.0117544725768155 0
"сделали" 0.00330797221303341 0.010230597671516 0.00967773153972709 0.00285616360105107 0.00853205921249093 0.00567673814626116 0.0141053670921786 0.0118224271442927
"семейство" 0 0.0122767172058192 0 0.00285616360105107 0.00853205921249093 0.0170302144387835 0.00470178903072619 0
"семьи" 0 0.00409223906860639 0 0.00285616360105107 0.00426602960624547 0.0255453216581752 0.0023508945153631 0
"сережа" 0.0628514720476348 0 0 0 0.0127980888187364 0.00141918453656529 0 0
"скучно" 0.00992391663910023 0.00818447813721278 0.0435497919287719 0 0.00853205921249093 0.00141918453656529 0.0023508945153631 0.0177336407164391
"следующее" 0.00661594442606682 0.00818447813721278 0 0.00856849080315321 0.00426602960624547 0.0141918453656529 0.00705268354608929 0
"слушал" 0.0165398610651671 0.00613835860290958 0 0.00571232720210214 0.00853205921249093 0.0127726608290876 0.00470178903072619 0
"смеяться" 0.00992391663910023 0.0204611953430319 0.00483886576986354 0.00571232720210214 0.0127980888187364 0.00425755360969587 0 0.00591121357214636
"смотри" 0.00661594442606682 0.00204611953430319 0.0145165973095906 0.00856849080315321 0.00426602960624547 0.00851510721939174 0.0141053670921786 0.00591121357214636
"сна" 0.00330797221303341 0.00409223906860639 0 0.0199931452073575 0.00853205921249093 0.00993429175595703 0.00940357806145238 0
"старику" 0 0.00409223906860639 0.0193554630794542 0.00285616360105107 0 0.0184493989753488 0.00705268354608929 0
"стены" 0.00661594442606682 0.0143228367401224 0.0145165973095906 0.0142808180052553 0 0 0.00940357806145238 0.0118224271442927
"страшно" 0.00992391663910023 0.0122767172058192 0.00483886576986354 0.0142808180052553 0.0170641184249819 0.00141918453656529 0.00705268354608929 0
"супруга" 0 0.0143228367401224 0 0.00856849080315321 0 0.0127726608290876 0.00940357806145238 0
"третий" 0.0132318888521336 0.00409223906860639 0.0145165973095906 0 0 0.0113534762925223 0.0117544725768155 0.00591121357214636
"уфу" 0 0 0 0 0 0.0326412443410017 0 0
"ходит" 0.00992391663910023 0.00818447813721278 0.0193554630794542 0.0114246544042043 0.0127980888187364 0.00425755360969587 0.0023508945153631 0.00591121357214636
"честь" 0.00330797221303341 0.00613835860290958 0.00967773153972709 0.00571232720210214 0 0.00425755360969587 0.0211580506382679 0.0177336407164391
"бедный" 0.00661594442606682 0.0143228367401224 0.00483886576986354 0 0.0170641184249819 0.00283836907313058 0.0141053670921786 0
"бывают" 0.0132318888521336 0.00409223906860639 0.0145165973095906 0.00285616360105107 0.0170641184249819 0.00851510721939174 0.0023508945153631 0.00591121357214636
"велел" 0.00992391663910023 0.00409223906860639 0 0.0142808180052553 0 0.00851510721939174 0.0141053670921786 0
"взяв" 0.0165398610651671 0.00613835860290958 0.0241943288493177 0.00571232720210214 0.0170641184249819 0.00141918453656529 0.0023508945153631 0.00591121357214636
"взяла" 0.00661594442606682 0.00409223906860639 0.0241943288493177 0.00285616360105107 0 0.00851510721939174 0.00705268354608929 0.0177336407164391
"виду" 0.00661594442606682 0.00613835860290958 0.00967773153972709 0.0114246544042043 0 0.00425755360969587 0.00470178903072619 0.0354672814328782
"волнения" 0.00661594442606682 0.00818447813721278 0 0.00285616360105107 0.0298622072437183 0.0113534762925223 0 0
"вопрос" 0.00992391663910023 0.0122767172058192 0.0145165973095906 0.00285616360105107 0.0170641184249819 0.00567673814626116 0.0023508945153631 0
"господа" 0.00330797221303341 0.00818447813721278 0 0 0.00853205921249093 0.00141918453656529 0.0188071561229048 0.0354672814328782
"господи" 0.0231558054912339 0 0.00967773153972709 0.00856849080315321 0.00426602960624547 0.00141918453656529 0.0164562616075417 0.00591121357214636
"дальше" 0.0198478332782005 0.00613835860290958 0.0145165973095906 0.00285616360105107 0.0213301480312273 0.00567673814626116 0 0
"девица" 0.00661594442606682 0.0143228367401224 0.00483886576986354 0.0114246544042043 0 0.00567673814626116 0.00940357806145238 0
"домик" 0 0 0.00967773153972709 0.00856849080315321 0 0.00425755360969587 0.0329125232150833 0
"дочерей" 0.00330797221303341 0.00204611953430319 0 0 0 0.0283836907313058 0 0
"другому" 0.00661594442606682 0.00818447813721278 0.00967773153972709 0.00285616360105107 0.00853205921249093 0.00425755360969587 0.0117544725768155 0.0177336407164391
"жизнью" 0.00330797221303341 0.0245534344116383 0 0.00571232720210214 0 0.00709592268282645 0.00470178903072619 0
"земле" 0.0132318888521336 0.00613835860290958 0 0.0142808180052553 0.00853205921249093 0.00283836907313058 0.00940357806145238 0.0118224271442927
"имея" 0 0.0286456734802447 0 0 0 0.00709592268282645 0.00470178903072619 0.00591121357214636
"история" 0.00661594442606682 0.0184150758087287 0.00483886576986354 0.00285616360105107 0.00853205921249093 0.00709592268282645 0.00470178903072619 0
"какими" 0.00330797221303341 0.0122767172058192 0.00967773153972709 0.00285616360105107 0.00426602960624547 0.0127726608290876 0.0023508945153631 0.00591121357214636
"край" 0.00330797221303341 0.0122767172058192 0 0.00571232720210214 0.00426602960624547 0.00993429175595703 0.00705268354608929 0.0118224271442927
"кругом" 0.0132318888521336 0.00204611953430319 0.00483886576986354 0 0.00426602960624547 0.00851510721939174 0.0188071561229048 0.00591121357214636
"кузьма" 0 0 0.0967773153972709 0 0 0 0.00470178903072619 0
"л" 0.00330797221303341 0 0 0.00285616360105107 0 0.0283836907313058 0 0
"любезный" 0 0.00204611953430319 0.0290331946191813 0.0199931452073575 0.00853205921249093 0.00567673814626116 0 0.0118224271442927
"максимыч" 0 0 0 0.0628355992231235 0 0 0 0
"марье" 0.00661594442606682 0.0368301516174575 0 0.00571232720210214 0 0 0 0
"милая" 0.0297717499173007 0.00818447813721278 0 0 0.0127980888187364 0.00709592268282645 0.0023508945153631 0
"мир" 0 0.0163689562744256 0.00483886576986354 0.00571232720210214 0 0.00567673814626116 0.0117544725768155 0.0118224271442927
"настоящую" 0.00330797221303341 0.0225073148773351 0 0.00285616360105107 0 0.00993429175595703 0.00470178903072619 0
"наше" 0.00330797221303341 0.0143228367401224 0.0145165973095906 0 0.0127980888187364 0.00567673814626116 0.00705268354608929 0.00591121357214636
"нашем" 0.0132318888521336 0.0163689562744256 0.00967773153972709 0.00571232720210214 0.0170641184249819 0.00141918453656529 0 0.00591121357214636
"нашему" 0.0132318888521336 0.00818447813721278 0.00967773153972709 0.0171369816063064 0 0.00425755360969587 0.00705268354608929 0
"обстоятельство" 0.00330797221303341 0.0143228367401224 0.00483886576986354 0.0114246544042043 0.00853205921249093 0.00425755360969587 0.00940357806145238 0
"общество" 0.00661594442606682 0.00409223906860639 0 0.0171369816063064 0.00853205921249093 0.00851510721939174 0.0023508945153631 0.0177336407164391
"ожидать" 0.0132318888521336 0.0122767172058192 0.00483886576986354 0 0 0.0141918453656529 0 0.00591121357214636
"оставаться" 0.00661594442606682 0.00409223906860639 0 0.00285616360105107 0.0213301480312273 0.0113534762925223 0.00940357806145238 0
"отправились" 0.00992391663910023 0 0 0.0114246544042043 0 0.0198685835119141 0.0023508945153631 0
"отчасти" 0 0.0122767172058192 0.00483886576986354 0.0114246544042043 0 0.0113534762925223 0.00705268354608929 0
"пальцами" 0.0231558054912339 0.00409223906860639 0 0.00571232720210214 0.00426602960624547 0.00425755360969587 0.0117544725768155 0.0118224271442927
"плакал" 0.0264637777042673 0.00204611953430319 0 0.00571232720210214 0.0127980888187364 0.0113534762925223 0 0
"плакать" 0.0430036387694343 0.00204611953430319 0 0 0.00426602960624547 0.00425755360969587 0 0.0236448542885854
"плохо" 0 0.010230597671516 0.00483886576986354 0.00571232720210214 0.00426602960624547 0.0156110299022182 0.00470178903072619 0
"подала" 0.0132318888521336 0.00409223906860639 0.0241943288493177 0.00285616360105107 0.00853205921249093 0.00567673814626116 0.00470178903072619 0.0118224271442927
"подошла" 0.0165398610651671 0.00613835860290958 0.0193554630794542 0.0114246544042043 0.0127980888187364 0.00141918453656529 0.0023508945153631 0.00591121357214636
"поле" 0.00992391663910023 0.00204611953430319 0.0145165973095906 0.0114246544042043 0.00853205921249093 0.00993429175595703 0.00470178903072619 0
"полное" 0 0.010230597671516 0.00967773153972709 0.0171369816063064 0 0.0113534762925223 0 0.00591121357214636
"положил" 0.0132318888521336 0.00409223906860639 0.0241943288493177 0.0114246544042043 0.0127980888187364 0.00425755360969587 0.0023508945153631 0
"полюбила" 0 0.00204611953430319 0.00483886576986354 0 0.00426602960624547 0.0212877680484793 0.00705268354608929 0.00591121357214636
"последней" 0.00330797221303341 0.0122767172058192 0.00967773153972709 0.00571232720210214 0.00853205921249093 0.00283836907313058 0.00470178903072619 0.0295560678607318
"предметы" 0.00330797221303341 0.00204611953430319 0.00967773153972709 0.00856849080315321 0.0341282368499637 0.00141918453656529 0.0117544725768155 0.00591121357214636
"принял" 0.00992391663910023 0.00204611953430319 0.00483886576986354 0.0114246544042043 0 0.0113534762925223 0.0117544725768155 0
"пристально" 0.0297717499173007 0 0 0 0.0255961776374728 0.00851510721939174 0.0023508945153631 0
"причины" 0.00992391663910023 0.0122767172058192 0 0 0.00853205921249093 0.0127726608290876 0.0023508945153631 0.00591121357214636
"разговора" 0.00330797221303341 0.0306917930145479 0.00967773153972709 0.00285616360105107 0.0127980888187364 0 0 0
"ребенка" 0.00661594442606682 0.00818447813721278 0.00483886576986354 0.00856849080315321 0 0.00709592268282645 0.0164562616075417 0
"ровно" 0.0132318888521336 0.010230597671516 0.0145165973095906 0.00285616360105107 0.00853205921249093 0.00851510721939174 0 0.00591121357214636
"родителей" 0.00330797221303341 0 0 0.00856849080315321 0 0.0156110299022182 0.00705268354608929 0.0236448542885854
"рот" 0.00661594442606682 0 0.00483886576986354 0.0199931452073575 0.0213301480312273 0.00993429175595703 0 0
"самим" 0.00330797221303341 0.010230597671516 0 0.0228493088084085 0 0.00425755360969587 0.00940357806145238 0.00591121357214636
"слухи" 0 0.0225073148773351 0 0 0 0.0141918453656529 0.0023508945153631 0
"слушать" 0.00992391663910023 0.010230597671516 0.00483886576986354 0 0.00426602960624547 0.0156110299022182 0.0023508945153631 0
"смеясь" 0 0.0122767172058192 0.0483886576986354 0.00571232720210214 0 0.00283836907313058 0.0023508945153631 0.00591121357214636
"степанычу" 0 0 0 0 0 0.0312220598044364 0 0
"сто" 0.00330797221303341 0.0143228367401224 0 0.00285616360105107 0 0.00567673814626116 0.0141053670921786 0.0177336407164391
"сударь" 0 0 0.0338720603890448 0.00571232720210214 0.00426602960624547 0 0.0188071561229048 0.0236448542885854
"схватил" 0.00992391663910023 0.00613835860290958 0.00483886576986354 0.00571232720210214 0.0255961776374728 0.00425755360969587 0.00705268354608929 0.00591121357214636
"танцовать" 0.00992391663910023 0.00818447813721278 0 0 0 0 0 0.0886682035821954
"твоей" 0.00661594442606682 0.0184150758087287 0.0193554630794542 0.00571232720210214 0 0.00425755360969587 0.00470178903072619 0
"тени" 0.0165398610651671 0.00613835860290958 0.00967773153972709 0.00285616360105107 0.0127980888187364 0.00993429175595703 0.0023508945153631 0
"улыбаясь" 0.0297717499173007 0.00818447813721278 0.00483886576986354 0.0142808180052553 0.00426602960624547 0.00283836907313058 0 0
"учитель" 0.00992391663910023 0 0 0.00571232720210214 0.0682564736999275 0 0.0023508945153631 0
"уши" 0.0132318888521336 0.00204611953430319 0 0.00856849080315321 0.00853205921249093 0.00709592268282645 0.0117544725768155 0.0118224271442927
"ушла" 0 0.00409223906860639 0.0241943288493177 0.00571232720210214 0 0.00851510721939174 0 0.0413784950050245
"фамилии" 0 0.0245534344116383 0.00967773153972709 0 0 0.00567673814626116 0.00940357806145238 0
"холодно" 0.0132318888521336 0.0184150758087287 0.00967773153972709 0.00285616360105107 0 0.00709592268282645 0 0.00591121357214636
"хорошенько" 0.00661594442606682 0.00818447813721278 0.0193554630794542 0.00571232720210214 0.00853205921249093 0.00709592268282645 0.00470178903072619 0.00591121357214636
"часу" 0.00661594442606682 0.0122767172058192 0 0.00285616360105107 0 0.0184493989753488 0 0
"чести" 0 0.00613835860290958 0.0241943288493177 0.00285616360105107 0 0.00141918453656529 0.023508945153631 0.0118224271442927
"числе" 0.0165398610651671 0 0 0.00285616360105107 0 0.00993429175595703 0.0188071561229048 0.00591121357214636
"шли" 0.00661594442606682 0.0204611953430319 0.00483886576986354 0.00571232720210214 0.00426602960624547 0.00567673814626116 0.00470178903072619 0
"экипаж" 0.00330797221303341 0.00613835860290958 0.00967773153972709 0.00571232720210214 0.00853205921249093 0.00567673814626116 0.0188071561229048 0
"la" 0.00992391663910023 0.0184150758087287 0.0193554630794542 0 0.0213301480312273 0 0.0023508945153631 0
"алешка" 0 0 0 0.0599794356220724 0 0 0 0
"благодаря" 0.0132318888521336 0.0163689562744256 0.00967773153972709 0 0 0.00709592268282645 0 0.0118224271442927
"брови" 0.0132318888521336 0.00204611953430319 0 0.00856849080315321 0.0127980888187364 0.00993429175595703 0.00705268354608929 0
"вещей" 0.00661594442606682 0.0122767172058192 0.00483886576986354 0.00285616360105107 0.00853205921249093 0.00425755360969587 0.00470178903072619 0.0236448542885854
"взглянула" 0.0231558054912339 0.00818447813721278 0.0193554630794542 0 0 0.00567673814626116 0.00470178903072619 0
"вина" 0.00330797221303341 0.00204611953430319 0 0.00285616360105107 0 0.0212877680484793 0.00705268354608929 0
"виноват" 0 0.00613835860290958 0.00967773153972709 0.00285616360105107 0.0127980888187364 0.0113534762925223 0.00705268354608929 0.00591121357214636
"владиславу" 0 0.0429685102203671 0 0 0 0 0 0
"влиянием" 0.00992391663910023 0.00613835860290958 0 0.00856849080315321 0.0469263256687001 0.00141918453656529 0 0
"вниманием" 0.00661594442606682 0.00613835860290958 0 0.00571232720210214 0.00853205921249093 0.00993429175595703 0.0023508945153631 0.0236448542885854
"воображение" 0.0231558054912339 0 0.00483886576986354 0 0.0170641184249819 0.00567673814626116 0.0023508945153631 0.0236448542885854
"впечатление" 0.00992391663910023 0.00613835860290958 0 0.0142808180052553 0 0.00851510721939174 0.00470178903072619 0.0118224271442927
"говорите" 0.00661594442606682 0.0163689562744256 0.00967773153972709 0.00285616360105107 0.0127980888187364 0 0.0023508945153631 0.0236448542885854
"григорий" 0 0.0388762711517607 0.00483886576986354 0 0 0.00141918453656529 0 0
"дает" 0.00330797221303341 0.00613835860290958 0.0145165973095906 0 0.0127980888187364 0.00709592268282645 0.0117544725768155 0.00591121357214636
"дали" 0.00330797221303341 0.00818447813721278 0.0145165973095906 0.00571232720210214 0 0.0113534762925223 0.00470178903072619 0.00591121357214636
"даром" 0.00330797221303341 0 0 0.00856849080315321 0.00426602960624547 0.0127726608290876 0.0117544725768155 0.0118224271442927
"двадцати" 0 0.00818447813721278 0 0 0 0.0141918453656529 0.0164562616075417 0
"дверью" 0.0198478332782005 0.00204611953430319 0.00483886576986354 0.0114246544042043 0.0298622072437183 0.00283836907313058 0 0
"делу" 0 0.00613835860290958 0.00483886576986354 0 0 0.0156110299022182 0.0117544725768155 0.00591121357214636
"держал" 0.0165398610651671 0.00613835860290958 0 0.0114246544042043 0.00853205921249093 0.00425755360969587 0.00940357806145238 0
"долг" 0 0.00409223906860639 0 0.00571232720210214 0 0.00709592268282645 0.0258598396689941 0.00591121357214636
"дорога" 0.00992391663910023 0.00613835860290958 0.00483886576986354 0.0114246544042043 0.00853205921249093 0.00851510721939174 0.00470178903072619 0
"дорогу" 0.0165398610651671 0.00204611953430319 0.00483886576986354 0.00285616360105107 0.0170641184249819 0.00709592268282645 0.00470178903072619 0.0118224271442927
"желнобобов" 0 0 0 0.0599794356220724 0 0 0 0
"женского" 0.00661594442606682 0.010230597671516 0.00967773153972709 0.0142808180052553 0.00426602960624547 0.00141918453656529 0 0.0295560678607318
"занимался" 0.00330797221303341 0.00409223906860639 0 0.0114246544042043 0.0127980888187364 0.00709592268282645 0.0141053670921786 0
"звуки" 0.0231558054912339 0.00204611953430319 0.0145165973095906 0.00285616360105107 0.0298622072437183 0 0.0023508945153631 0.00591121357214636
"здоровья" 0.00330797221303341 0.00409223906860639 0 0.0114246544042043 0 0.0184493989753488 0 0.00591121357214636
"ивана" 0 0 0 0 0.00426602960624547 0.00851510721939174 0.00705268354608929 0.06502334929361
"ими" 0.0165398610651671 0.00409223906860639 0.00483886576986354 0.00571232720210214 0.00426602960624547 0.00709592268282645 0.00470178903072619 0.0177336407164391
"калмык" 0 0 0 0 0 0.0298028752678711 0 0
"куролесова" 0 0 0 0 0 0.0298028752678711 0 0
"любимой" 0.00661594442606682 0.0143228367401224 0 0 0.0127980888187364 0.00709592268282645 0.00940357806145238 0
"матерью" 0.00661594442606682 0 0 0 0 0.0127726608290876 0.023508945153631 0
"мнению" 0.00330797221303341 0.0122767172058192 0 0.00285616360105107 0.0170641184249819 0.0127726608290876 0 0
"настоящее" 0.00661594442606682 0.010230597671516 0.00483886576986354 0.00285616360105107 0.00853205921249093 0.0127726608290876 0.0023508945153631 0
"настоящий" 0 0.0143228367401224 0 0.0142808180052553 0.00426602960624547 0.00141918453656529 0.0141053670921786 0.00591121357214636
"начало" 0.00330797221303341 0.00613835860290958 0.00483886576986354 0.0114246544042043 0.0170641184249819 0.00425755360969587 0.00705268354608929 0.0118224271442927
"невозможно" 0.00661594442606682 0.00613835860290958 0.00483886576986354 0.00571232720210214 0.0127980888187364 0.00993429175595703 0.00470178903072619 0.00591121357214636
"недели" 0 0.010230597671516 0 0.00285616360105107 0 0.0113534762925223 0.0141053670921786 0.00591121357214636
"отношения" 0 0.0163689562744256 0.00483886576986354 0.00571232720210214 0.0170641184249819 0.00709592268282645 0.0023508945153631 0
"папенька" 0 0.00409223906860639 0 0.00571232720210214 0.0682564736999275 0 0 0.00591121357214636
"передать" 0.0231558054912339 0.00818447813721278 0.00483886576986354 0.00571232720210214 0.00426602960624547 0.00709592268282645 0.0023508945153631 0
"переднюю" 0.00992391663910023 0.00409223906860639 0.0193554630794542 0.0142808180052553 0.00426602960624547 0.00283836907313058 0.00940357806145238 0
"песни" 0.00330797221303341 0 0.00967773153972709 0.00571232720210214 0.0127980888187364 0.0156110299022182 0.00470178903072619 0
"петровича" 0.00330797221303341 0 0 0.042842454015766 0 0.00567673814626116 0.0023508945153631 0
"платком" 0.0198478332782005 0.00204611953430319 0.0193554630794542 0.00285616360105107 0.00853205921249093 0.00425755360969587 0.0023508945153631 0.0177336407164391
"повторил" 0.0132318888521336 0.00613835860290958 0.00967773153972709 0.0142808180052553 0.0127980888187364 0.00141918453656529 0.00705268354608929 0
"показались" 0.00992391663910023 0.00818447813721278 0.00967773153972709 0 0.00853205921249093 0.0113534762925223 0.0023508945153631 0.00591121357214636
"помощью" 0.00661594442606682 0.00409223906860639 0.00483886576986354 0 0 0.0141918453656529 0.0117544725768155 0.00591121357214636
"путь" 0 0.0143228367401224 0.00483886576986354 0.00856849080315321 0 0.00709592268282645 0.0117544725768155 0
"ребенок" 0.00661594442606682 0.010230597671516 0.0193554630794542 0.0114246544042043 0.00426602960624547 0.00567673814626116 0.0023508945153631 0
"роде" 0.00992391663910023 0.0204611953430319 0 0.00285616360105107 0.00426602960624547 0.00567673814626116 0.00470178903072619 0
"родной" 0 0.00818447813721278 0.00483886576986354 0.00285616360105107 0 0.0141918453656529 0.00940357806145238 0.00591121357214636
"самовар" 0.00330797221303341 0 0.00967773153972709 0.0142808180052553 0.00853205921249093 0.0113534762925223 0.00705268354608929 0
"связи" 0.00661594442606682 0.0163689562744256 0 0.00285616360105107 0 0.00283836907313058 0.0164562616075417 0.00591121357214636
"сделалось" 0.0132318888521336 0.00613835860290958 0.00967773153972709 0.00856849080315321 0.00426602960624547 0.00709592268282645 0.00705268354608929 0
"семействе" 0 0.00204611953430319 0 0 0.00426602960624547 0.0156110299022182 0.0188071561229048 0
"сидит" 0.0198478332782005 0.00204611953430319 0 0.00571232720210214 0.0170641184249819 0.00567673814626116 0.0023508945153631 0.0177336407164391
"силой" 0.0132318888521336 0.00409223906860639 0.0241943288493177 0.00285616360105107 0.0127980888187364 0.00567673814626116 0.00470178903072619 0
"сильнее" 0.0165398610651671 0.00818447813721278 0.00483886576986354 0.0114246544042043 0 0.00283836907313058 0.00940357806145238 0.00591121357214636
"скажи" 0.00661594442606682 0 0.0387109261589084 0.0114246544042043 0.00426602960624547 0.00141918453656529 0.00705268354608929 0.0118224271442927
"сказали" 0.00330797221303341 0.00818447813721278 0.00967773153972709 0.00856849080315321 0.0127980888187364 0.00425755360969587 0.00705268354608929 0.0118224271442927
"слава" 0.00330797221303341 0.00818447813721278 0.00483886576986354 0.00285616360105107 0.00853205921249093 0.0127726608290876 0.0023508945153631 0.0118224271442927
"сне" 0.0231558054912339 0.00613835860290958 0 0.00285616360105107 0 0.00425755360969587 0.0164562616075417 0
"сосед" 0 0.00204611953430319 0.0338720603890448 0 0 0.00141918453656529 0.0282107341843571 0
"спит" 0.00330797221303341 0.00204611953430319 0 0.0142808180052553 0.00426602960624547 0.00851510721939174 0.0164562616075417 0
"спросить" 0.00661594442606682 0.00818447813721278 0.00967773153972709 0.0114246544042043 0.00426602960624547 0.00425755360969587 0.00705268354608929 0.0118224271442927
"старалась" 0.0132318888521336 0.00409223906860639 0 0 0 0.0127726608290876 0.0117544725768155 0.00591121357214636
"старые" 0.00330797221303341 0.0225073148773351 0.00483886576986354 0.00285616360105107 0 0.00283836907313058 0.00470178903072619 0.0177336407164391
"стороне" 0.00992391663910023 0.010230597671516 0 0.00856849080315321 0.00853205921249093 0.00709592268282645 0.00705268354608929 0
"судьба" 0.00330797221303341 0.00818447813721278 0.00483886576986354 0.00571232720210214 0.0127980888187364 0.00851510721939174 0.00470178903072619 0.0118224271442927
"счастие" 0.0132318888521336 0.00204611953430319 0 0 0.00853205921249093 0.00851510721939174 0.00940357806145238 0.0236448542885854
"темно" 0.0165398610651671 0.00204611953430319 0.00967773153972709 0.0142808180052553 0.00853205921249093 0.00567673814626116 0.00470178903072619 0
"уважения" 0 0.00613835860290958 0 0.00571232720210214 0.0170641184249819 0.00425755360969587 0.0141053670921786 0.0177336407164391
"угол" 0.0198478332782005 0 0.0145165973095906 0.00571232720210214 0.0127980888187364 0.00567673814626116 0.00470178903072619 0.00591121357214636
"улыбнулся" 0.00330797221303341 0.00409223906860639 0.00967773153972709 0.0171369816063064 0.0127980888187364 0.00567673814626116 0.00705268354608929 0
"умереть" 0.00330797221303341 0.00613835860290958 0.00967773153972709 0.00285616360105107 0.0127980888187364 0.00851510721939174 0.00705268354608929 0.0118224271442927
"хотели" 0.0132318888521336 0.00613835860290958 0.00483886576986354 0.0114246544042043 0 0.00567673814626116 0.00940357806145238 0.00591121357214636
"хочется" 0.0132318888521336 0.00409223906860639 0.0193554630794542 0.0171369816063064 0.00853205921249093 0.00425755360969587 0 0
"чувствую" 0.00992391663910023 0.0143228367401224 0 0 0.0298622072437183 0.00141918453656529 0 0.0177336407164391
"багрово" 0 0 0 0 0 0.0283836907313058 0 0
"больной" 0.00330797221303341 0.00613835860290958 0 0 0 0.0212877680484793 0.0023508945153631 0
"бросилась" 0.00330797221303341 0.00204611953430319 0.0145165973095906 0.00571232720210214 0.00426602960624547 0.0113534762925223 0.0023508945153631 0.0177336407164391
"будь" 0.00992391663910023 0.00613835860290958 0.0290331946191813 0.00285616360105107 0.00426602960624547 0 0.0141053670921786 0
"гостями" 0.00330797221303341 0.0163689562744256 0.00967773153972709 0.00856849080315321 0.00426602960624547 0.00567673814626116 0 0.00591121357214636
"дайте" 0 0.0143228367401224 0.0290331946191813 0.00571232720210214 0.0127980888187364 0 0.0023508945153631 0.00591121357214636
"девицы" 0.00330797221303341 0.00613835860290958 0 0.0199931452073575 0 0.00141918453656529 0.0117544725768155 0.0177336407164391
"делает" 0.00330797221303341 0.00409223906860639 0.00483886576986354 0.00571232720210214 0.0213301480312273 0.00425755360969587 0.00940357806145238 0.0118224271442927
"диване" 0 0.00409223906860639 0.0241943288493177 0.0199931452073575 0.00426602960624547 0 0.0023508945153631 0.0236448542885854
